GameID,Team,Date,HT,AT,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,DRtg
20110315WASCHI,CHI,15-03-11,CHI,WAS,36,90,0.4,12,32,0.375,14,23,0.608695652,20,31,51,24,9,2,11,16,98,0.489,0.467,0.356,0.256,38.5,75.6,54.8,66.7,10.4,3.4,9.9,112.9,91
20110315NYKIND,NYK,15-03-11,IND,NYK,40,89,0.449438202,13,27,0.481481481,24,30,0.8,12,29,41,21,9,5,13,24,117,0.572,0.522,0.303,0.337,26.7,69,47.1,52.5,8.9,6.5,11.3,115.2,117.2
20110315NYKIND,IND,15-03-11,IND,NYK,46,88,0.522727273,4,11,0.363636364,23,30,0.766666667,13,33,46,26,8,6,17,19,119,0.588,0.545,0.125,0.341,31,73.3,52.9,56.5,7.9,9.7,14.4,117.2,115.2
20110315DALPOR,DAL,15-03-11,POR,DAL,40,67,0.597014925,9,21,0.428571429,12,13,0.923076923,6,27,33,30,5,4,15,17,101,0.694,0.664,0.313,0.194,24,64.3,49.3,75,6.1,5.6,17.1,123,126.6
20110315DALPOR,POR,15-03-11,POR,DAL,40,85,0.470588235,6,14,0.428571429,18,23,0.782608696,15,19,34,19,8,5,7,15,104,0.547,0.506,0.165,0.271,35.7,76,50.7,47.5,9.7,10.9,6.9,126.6,123
20110316DENATL,DEN,16-03-11,ATL,DEN,39,73,0.534246575,7,14,0.5,17,24,0.708333333,7,36,43,26,4,6,12,16,102,0.61,0.582,0.192,0.329,20.6,81.8,55.1,66.7,4.6,9.5,12.6,116.6,99.4
20110316DENATL,ATL,16-03-11,ATL,DEN,34,82,0.414634146,5,19,0.263157895,14,18,0.777777778,8,27,35,24,6,6,8,18,87,0.484,0.445,0.232,0.22,18.2,79.4,44.9,70.6,6.9,10.2,8.2,99.4,116.6
20110316INDBOS,IND,16-03-11,BOS,IND,33,88,0.375,5,14,0.357142857,9,13,0.692307692,19,30,49,21,5,3,14,24,80,0.427,0.403,0.159,0.148,39.6,81.1,57.6,63.6,5.9,5.6,13,94.6,108.7
20110316INDBOS,BOS,16-03-11,BOS,IND,30,64,0.46875,6,10,0.6,26,33,0.787878788,7,29,36,17,5,9,15,17,92,0.586,0.516,0.156,0.516,18.9,60.4,42.4,56.7,5.9,12.2,16,108.7,94.6
20110316TORDET,TOR,16-03-11,DET,TOR,39,78,0.5,3,9,0.333333333,12,16,0.75,8,30,38,21,8,4,16,19,93,0.547,0.519,0.115,0.205,20.5,73.2,47.5,53.8,8.9,6.7,15.8,103.4,119
20110316TORDET,DET,16-03-11,DET,TOR,42,81,0.518518519,8,21,0.380952381,15,23,0.652173913,11,31,42,33,6,6,9,14,107,0.587,0.568,0.259,0.284,26.8,79.5,52.5,78.6,6.7,8.7,9,119,103.4
20110316DALGSW,DAL,16-03-11,GSW,DAL,40,77,0.519480519,8,19,0.421052632,24,27,0.888888889,10,31,41,28,6,1,14,16,112,0.63,0.571,0.247,0.351,29.4,81.6,56.9,70,6.5,1.7,13.6,121.2,114.7
20110316DALGSW,GSW,16-03-11,GSW,DAL,42,82,0.512195122,9,24,0.375,13,19,0.684210526,7,24,31,24,12,3,13,18,106,0.587,0.567,0.293,0.232,18.4,70.6,43.1,57.1,13,5.2,12.6,114.7,121.2
20110316CHAHOU,CHA,16-03-11,HOU,CHA,29,78,0.371794872,2,11,0.181818182,18,21,0.857142857,6,31,37,13,4,7,13,13,78,0.447,0.385,0.141,0.269,14.3,67.4,42,44.8,4.5,10.9,13,87.4,105.3
20110316CHAHOU,HOU,16-03-11,HOU,CHA,36,87,0.413793103,8,23,0.347826087,14,16,0.875,15,36,51,23,8,5,11,19,94,0.5,0.46,0.264,0.184,32.6,85.7,58,63.9,9,7.5,10.5,105.3,87.4
20110316PHILAC,PHI,16-03-11,LAC,PHI,38,84,0.452380952,8,17,0.470588235,20,24,0.833333333,9,37,46,28,5,7,11,26,104,0.55,0.5,0.202,0.286,20,82.2,51.1,73.7,5.1,10.6,10.4,106,95.8
20110316PHILAC,LAC,16-03-11,LAC,PHI,36,79,0.455696203,4,13,0.307692308,18,34,0.529411765,8,36,44,19,5,8,17,19,94,0.5,0.481,0.165,0.43,17.8,80,48.9,52.8,5.1,11.9,15.3,95.8,106
20110316OKCMIA,OKC,16-03-11,MIA,OKC,35,88,0.397727273,9,20,0.45,17,22,0.772727273,17,34,51,21,7,4,11,25,96,0.491,0.449,0.227,0.25,35.4,79.1,56,60,7.9,6.6,10.1,108.4,96
20110316OKCMIA,MIA,16-03-11,MIA,OKC,30,78,0.384615385,3,17,0.176470588,22,28,0.785714286,9,31,40,14,5,8,11,19,85,0.471,0.404,0.218,0.359,20.9,64.6,44,46.7,5.6,11.8,10.9,96,108.4
20110316ORLMIL,ORL,16-03-11,MIL,ORL,33,76,0.434210526,7,27,0.259259259,20,35,0.571428571,15,35,50,22,10,4,16,17,93,0.509,0.48,0.355,0.461,42.9,76.1,61.7,66.7,11.3,6.7,14.9,105.2,100.7
20110316ORLMIL,MIL,16-03-11,MIL,ORL,35,83,0.421686747,6,23,0.260869565,13,17,0.764705882,11,20,31,25,10,0,13,27,89,0.492,0.458,0.277,0.205,23.9,57.1,38.3,71.4,11.3,0,12.6,100.7,105.2
20110316PHONOH,PHO,16-03-11,NOH,PHO,35,81,0.432098765,14,34,0.411764706,11,13,0.846153846,10,26,36,24,5,4,15,20,95,0.548,0.519,0.42,0.16,22.7,74.3,45.6,68.6,5.5,6.3,14.7,105.2,110.7
20110316PHONOH,NOH,16-03-11,NOH,PHO,38,80,0.475,6,17,0.352941176,18,23,0.782608696,9,34,43,22,5,6,13,16,100,0.555,0.513,0.213,0.288,25.7,77.3,54.4,57.9,5.5,12.8,12.6,110.7,105.2
20110316CLESAC,CLE,16-03-11,SAC,CLE,38,74,0.513513514,2,9,0.222222222,19,30,0.633333333,7,35,42,16,7,3,16,18,97,0.556,0.527,0.122,0.405,17.9,67.3,46.2,42.1,7.3,3.9,15.5,100.7,96.6
20110316CLESAC,SAC,16-03-11,SAC,CLE,38,100,0.38,9,23,0.391304348,8,13,0.615384615,17,32,49,22,8,5,14,24,93,0.44,0.425,0.23,0.13,32.7,82.1,53.8,57.9,8.3,7.7,11.7,96.6,100.7
20110316MINUTA,MIN,16-03-11,UTA,MIN,37,88,0.420454545,6,20,0.3,24,32,0.75,17,25,42,13,8,3,12,25,104,0.509,0.455,0.227,0.364,34.7,78.1,51.9,35.1,8.3,4.6,10.5,107.7,123.2
20110316MINUTA,UTA,16-03-11,UTA,MIN,46,84,0.547619048,7,19,0.368421053,20,28,0.714285714,7,32,39,28,6,8,13,25,119,0.618,0.589,0.226,0.333,21.9,65.3,48.1,60.9,6.2,11.8,11.9,123.2,107.7
20110317CHINJN,CHI,17-03-11,NJN,CHI,33,81,0.407407407,4,20,0.2,14,22,0.636363636,17,33,50,19,6,6,11,18,84,0.463,0.432,0.247,0.272,37,66,52.1,57.6,7.3,9.4,10.8,101.6,88.3
20110317CHINJN,NJN,17-03-11,NJN,CHI,29,83,0.34939759,3,19,0.157894737,12,18,0.666666667,17,29,46,22,2,8,13,17,73,0.401,0.367,0.229,0.217,34,63,47.9,75.9,2.4,13.1,12.5,88.3,101.6
20110317MEMNYK,MEM,17-03-11,NYK,MEM,35,76,0.460526316,4,12,0.333333333,25,30,0.833333333,9,32,41,22,6,2,10,17,99,0.555,0.487,0.158,0.395,23.7,84.2,53.9,62.9,6.7,4.7,10.1,110.9,134.4
20110317MEMNYK,NYK,17-03-11,NYK,MEM,41,79,0.518987342,20,36,0.555555556,18,21,0.857142857,6,29,35,25,5,3,10,20,120,0.68,0.646,0.456,0.266,15.8,76.3,46.1,61,5.6,4.7,10.2,134.4,110.9
20110317CLEPOR,CLE,17-03-11,POR,CLE,21,59,0.355932203,3,15,0.2,25,30,0.833333333,7,22,29,6,6,0,18,24,70,0.485,0.381,0.254,0.508,18.9,59.5,39.2,28.6,7.3,0,20,84.8,134.5
20110317CLEPOR,POR,17-03-11,POR,CLE,45,83,0.542168675,11,27,0.407407407,10,13,0.769230769,15,30,45,29,8,2,12,19,111,0.626,0.608,0.325,0.157,40.5,81.1,60.8,64.4,9.7,4.5,11.9,134.5,84.8
20110318MIAATL,MIA,18-03-11,ATL,MIA,38,71,0.535211268,11,22,0.5,19,26,0.730769231,8,42,50,28,2,3,16,23,106,0.643,0.613,0.31,0.366,26.7,89.4,64.9,73.7,2.3,4.5,16.3,120.6,96.7
20110318MIAATL,ATL,18-03-11,ATL,MIA,35,79,0.443037975,3,12,0.25,12,22,0.545454545,5,22,27,21,8,2,5,18,85,0.479,0.462,0.152,0.278,10.6,73.3,35.1,60,9.1,4.1,5.3,96.7,120.6
20110318SASDAL,SAS,18-03-11,DAL,SAS,36,83,0.43373494,7,17,0.411764706,18,19,0.947368421,9,27,36,15,14,6,11,22,97,0.531,0.476,0.205,0.229,20.9,79.4,46.8,41.7,15.4,12,10.7,106.8,100.2
20110318SASDAL,DAL,18-03-11,DAL,SAS,36,73,0.493150685,6,23,0.260869565,13,17,0.764705882,7,34,41,20,3,5,19,21,91,0.565,0.534,0.315,0.233,20.6,79.1,53.2,55.6,3.3,7.6,19.1,100.2,106.8
20110318NYKDET,NYK,18-03-11,DET,NYK,37,81,0.456790123,12,31,0.387096774,9,11,0.818181818,13,29,42,23,6,4,18,17,95,0.553,0.531,0.383,0.136,33.3,70.7,52.5,62.2,6.8,5.6,17.3,107.8,112.3
20110318NYKDET,DET,18-03-11,DET,NYK,40,84,0.476190476,5,13,0.384615385,14,21,0.666666667,12,26,38,26,14,5,10,17,99,0.531,0.506,0.155,0.25,29.3,66.7,47.5,65,15.9,10,9.7,112.3,107.8
20110318BOSHOU,BOS,18-03-11,HOU,BOS,30,71,0.422535211,1,10,0.1,16,25,0.64,6,29,35,19,8,4,13,21,77,0.47,0.43,0.141,0.352,14.6,76.3,44.3,63.3,9.2,7.8,13.7,88.3,106.7
20110318BOSHOU,HOU,18-03-11,HOU,BOS,32,73,0.438356164,8,22,0.363636364,21,23,0.913043478,9,35,44,22,7,5,15,17,93,0.559,0.493,0.301,0.315,23.7,85.4,55.7,68.8,8,8.2,15.3,106.7,88.3
20110318CHIIND,CHI,18-03-11,IND,CHI,35,86,0.406976744,6,27,0.222222222,32,42,0.761904762,16,30,46,10,6,6,13,28,108,0.517,0.442,0.314,0.488,32,65.2,47.9,28.6,6.1,7.5,11.1,110.4,117.6
20110318CHIIND,IND,18-03-11,IND,CHI,40,93,0.430107527,5,13,0.384615385,30,35,0.857142857,16,34,50,20,8,4,10,33,115,0.53,0.457,0.14,0.376,34.8,68,52.1,50,8.2,6.8,8.4,117.6,110.4
20110318MINLAL,MIN,18-03-11,LAL,MIN,39,88,0.443181818,7,21,0.333333333,13,18,0.722222222,17,28,45,24,12,3,17,19,98,0.511,0.483,0.239,0.205,37,65.1,50.6,61.5,12.9,4.6,15.1,105.6,114.2
20110318MINLAL,LAL,18-03-11,LAL,MIN,40,84,0.476190476,8,19,0.421052632,18,23,0.782608696,15,29,44,24,8,6,16,19,106,0.563,0.524,0.226,0.274,34.9,63,49.4,60,8.6,9,14.5,114.2,105.6
20110318NJNMIL,NJN,18-03-11,MIL,NJN,35,79,0.443037975,8,23,0.347826087,17,24,0.708333333,8,26,34,26,4,7,11,14,95,0.53,0.494,0.291,0.304,20.5,83.9,48.6,74.3,4.5,10.9,10.9,107,123.9
20110318NJNMIL,MIL,18-03-11,MIL,NJN,46,81,0.567901235,10,17,0.588235294,8,9,0.888888889,5,31,36,25,5,6,9,18,110,0.647,0.63,0.21,0.111,16.1,79.5,51.4,54.3,5.6,10.7,9.6,123.9,107
20110318CHAOKC,CHA,18-03-11,OKC,CHA,33,74,0.445945946,5,17,0.294117647,11,18,0.611111111,7,27,34,17,6,2,15,18,82,0.5,0.48,0.23,0.243,18.9,81.8,48.6,51.5,6.9,3.7,15.5,94.2,113.7
20110318CHAOKC,OKC,18-03-11,OKC,CHA,38,72,0.527777778,7,18,0.388888889,16,22,0.727272727,6,30,36,23,13,9,12,19,99,0.606,0.576,0.25,0.306,18.2,81.1,51.4,60.5,14.9,15.8,12.8,113.7,94.2
20110318DENORL,DEN,18-03-11,ORL,DEN,28,78,0.358974359,6,23,0.260869565,20,24,0.833333333,12,35,47,19,9,3,16,22,82,0.463,0.397,0.295,0.308,24.5,71.4,48,67.9,9.9,6,15.3,90.3,93.6
20110318DENORL,ORL,18-03-11,ORL,DEN,28,75,0.373333333,9,25,0.36,20,31,0.64516129,14,37,51,17,10,10,18,23,85,0.479,0.433,0.333,0.413,28.6,75.5,52,60.7,11,18.2,16.9,93.6,90.3
20110318GSWPHO,GSW,18-03-11,PHO,GSW,35,83,0.421686747,6,19,0.315789474,21,27,0.777777778,16,35,51,16,6,4,21,23,97,0.511,0.458,0.229,0.325,34,71.4,53.1,45.7,6.2,6.6,18.1,100.7,112.1
20110318GSWPHO,PHO,18-03-11,PHO,GSW,38,86,0.441860465,8,25,0.32,24,30,0.8,14,31,45,25,7,1,12,19,108,0.544,0.488,0.291,0.349,28.6,66,46.9,65.8,7.3,1.6,10.8,112.1,100.7
20110318PHISAC,PHI,18-03-11,SAC,PHI,44,99,0.444444444,7,16,0.4375,7,12,0.583333333,16,41,57,30,16,5,14,19,102,0.489,0.48,0.162,0.121,30.2,74.5,52.8,68.2,15.9,8.1,11.8,101.4,79.5
20110318PHISAC,SAC,18-03-11,SAC,PHI,29,84,0.345238095,5,22,0.227272727,17,28,0.607142857,14,37,51,17,6,2,21,15,80,0.415,0.375,0.262,0.333,25.5,69.8,47.2,58.6,6,2.4,17.9,79.5,101.4
20110318WASTOR,WAS,18-03-11,TOR,WAS,41,86,0.476744186,2,10,0.2,23,33,0.696969697,19,27,46,16,8,9,13,28,107,0.532,0.488,0.116,0.384,44.2,67.5,55.4,39,8.6,15.3,11.5,115.6,125.3
20110318WASTOR,TOR,18-03-11,TOR,WAS,38,76,0.5,7,17,0.411764706,33,41,0.804878049,13,24,37,26,7,3,15,24,116,0.617,0.546,0.224,0.539,32.5,55.8,44.6,68.4,7.6,3.9,13.8,125.3,115.6
20110319CLELAC,CLE,19-03-11,LAC,CLE,36,75,0.48,3,15,0.2,17,20,0.85,7,30,37,20,6,3,14,20,92,0.549,0.5,0.2,0.267,20,83.3,52.1,55.6,6.6,5,14.3,101.8,110.7
20110319CLELAC,LAC,19-03-11,LAC,CLE,37,77,0.480519481,9,17,0.529411765,17,18,0.944444444,6,28,34,25,4,5,15,16,100,0.589,0.539,0.221,0.234,16.7,80,47.9,67.6,4.4,8.3,15,110.7,101.8
20110319INDMEM,IND,19-03-11,MEM,IND,26,73,0.356164384,7,26,0.269230769,19,26,0.730769231,7,29,36,11,9,6,20,20,78,0.462,0.404,0.356,0.356,17.5,72.5,45,42.3,9.7,7.9,19.1,83.7,106.3
20110319INDMEM,MEM,19-03-11,MEM,IND,44,85,0.517647059,0,9,0,11,17,0.647058824,11,33,44,25,16,9,12,20,99,0.535,0.518,0.106,0.2,27.5,82.5,55,56.8,17.2,19.1,11.5,106.3,83.7
20110319DENMIA,DEN,19-03-11,MIA,DEN,34,78,0.435897436,10,24,0.416666667,20,28,0.714285714,4,27,31,14,8,2,9,19,98,0.543,0.5,0.308,0.359,10.5,87.1,44.9,41.2,8.7,3.9,9.1,107.1,112.6
20110319DENMIA,MIA,19-03-11,MIA,DEN,36,71,0.507042254,6,20,0.3,25,29,0.862068966,4,34,38,15,6,11,12,22,103,0.615,0.549,0.282,0.408,12.9,89.5,55.1,41.7,6.6,20.4,12.5,112.6,107.1
20110319BOSNOH,BOS,19-03-11,NOH,BOS,35,68,0.514705882,3,10,0.3,16,19,0.842105263,6,27,33,23,8,2,10,22,89,0.583,0.537,0.147,0.279,17.6,73,46.5,65.7,10.1,3.6,11.6,111.9,106.9
20110319BOSNOH,NOH,19-03-11,NOH,BOS,33,73,0.452054795,7,18,0.388888889,12,18,0.666666667,10,28,38,21,8,4,11,16,85,0.525,0.5,0.247,0.247,27,82.4,53.5,63.6,10.1,6.9,12,106.9,111.9
20110319PHIPOR,PHI,19-03-11,POR,PHI,40,80,0.5,8,17,0.470588235,13,15,0.866666667,10,27,37,25,9,1,10,22,101,0.583,0.55,0.213,0.188,26.3,77.1,50.7,62.5,10.5,2,10.4,118.3,128.8
20110319PHIPOR,POR,19-03-11,POR,PHI,37,72,0.513888889,11,23,0.47826087,25,29,0.862068966,8,28,36,29,7,1,11,11,110,0.649,0.59,0.319,0.403,22.9,73.7,49.3,78.4,8.2,1.6,11.5,128.8,118.3
20110319CHASAS,CHA,19-03-11,SAS,CHA,40,80,0.5,2,6,0.333333333,16,20,0.8,9,30,39,23,6,2,12,20,98,0.552,0.513,0.075,0.25,23.7,85.7,53.4,57.5,6.7,5,11.9,109.4,121.7
20110319CHASAS,SAS,19-03-11,SAS,CHA,39,74,0.527027027,17,34,0.5,14,24,0.583333333,5,29,34,31,5,6,11,18,109,0.645,0.642,0.459,0.324,14.3,76.3,46.6,79.5,5.6,8.1,11.5,121.7,109.4
20110320DETATL,DET,20-03-11,ATL,DET,39,78,0.5,5,15,0.333333333,13,17,0.764705882,9,25,34,23,5,3,11,21,96,0.562,0.532,0.192,0.218,22.5,75.8,46.6,59,5.9,5.5,11.4,113.4,122.9
20110320DETATL,ATL,20-03-11,ATL,DET,37,70,0.528571429,7,15,0.466666667,23,31,0.741935484,8,31,39,25,8,5,9,12,104,0.622,0.579,0.214,0.443,24.2,77.5,53.4,67.6,9.5,7.9,9.7,122.9,113.4
20110320GSWDAL,GSW,20-03-11,DAL,GSW,27,77,0.350649351,5,20,0.25,14,20,0.7,6,33,39,16,7,4,16,19,73,0.425,0.383,0.26,0.26,13,75,43.3,59.3,7.5,8.7,15.7,78.5,108.6
20110320GSWDAL,DAL,20-03-11,DAL,GSW,34,79,0.430379747,12,33,0.363636364,21,25,0.84,11,40,51,24,10,3,15,22,101,0.561,0.506,0.418,0.316,25,87,56.7,70.6,10.8,5.3,14.3,108.6,78.5
20110320UTAHOU,UTA,20-03-11,HOU,UTA,42,97,0.432989691,8,16,0.5,16,25,0.64,22,30,52,20,2,6,14,26,108,0.5,0.474,0.165,0.258,39.3,68.2,52,47.6,2.1,9.5,11.5,113.9,116
20110320UTAHOU,HOU,20-03-11,HOU,UTA,33,82,0.402439024,8,19,0.421052632,36,41,0.87804878,14,34,48,18,6,6,10,20,110,0.55,0.451,0.232,0.5,31.8,60.7,48,54.5,6.3,7.4,9.1,116,113.9
20110320PHOLAC,PHO,20-03-11,LAC,PHO,41,84,0.488095238,10,22,0.454545455,16,19,0.842105263,9,29,38,24,4,5,8,15,108,0.585,0.548,0.262,0.226,22.5,80.6,50,58.5,4.4,7.8,8,119.7,109.7
20110320PHOLAC,LAC,20-03-11,LAC,PHO,38,84,0.452380952,9,20,0.45,14,17,0.823529412,7,31,38,24,7,4,10,20,99,0.541,0.506,0.238,0.202,19.4,77.5,50,63.2,7.8,6.5,9.9,109.7,119.7
20110320PORLAL,POR,20-03-11,LAL,POR,32,83,0.385542169,6,25,0.24,10,15,0.666666667,17,28,45,21,7,4,13,11,80,0.446,0.422,0.301,0.181,39.5,75.7,56.3,65.6,8.5,6.6,12.7,97.5,102.4
20110320PORLAL,LAL,20-03-11,LAL,POR,35,78,0.448717949,3,17,0.176470588,11,12,0.916666667,9,26,35,24,10,5,12,17,84,0.504,0.468,0.218,0.154,24.3,60.5,43.8,68.6,12.2,8.6,12.6,102.4,97.5
20110320NYKMIL,NYK,20-03-11,MIL,NYK,34,88,0.386363636,9,22,0.409090909,18,22,0.818181818,9,30,39,22,5,1,6,26,95,0.486,0.438,0.25,0.25,19.1,71.4,43.8,64.7,5.6,1.9,5.8,106.7,112.4
20110320NYKMIL,MIL,20-03-11,MIL,NYK,31,72,0.430555556,7,19,0.368421053,31,37,0.837837838,12,38,50,18,5,7,12,18,100,0.566,0.479,0.264,0.514,28.6,80.9,56.2,58.1,5.6,10.6,12,112.4,106.7
20110320SACMIN,SAC,20-03-11,MIN,SAC,51,91,0.56043956,11,22,0.5,14,23,0.608695652,11,36,47,30,11,4,16,22,127,0.628,0.621,0.242,0.253,33.3,87.8,63.5,58.8,10.5,6.5,13.7,121.1,90.6
20110320SACMIN,MIN,20-03-11,MIN,SAC,35,79,0.443037975,7,17,0.411764706,18,24,0.75,5,22,27,20,7,3,25,20,95,0.53,0.487,0.215,0.304,12.2,66.7,36.5,57.1,6.7,4.3,21.8,90.6,121.1
20110320TOROKC,TOR,20-03-11,OKC,TOR,35,81,0.432098765,6,14,0.428571429,19,24,0.791666667,10,33,43,20,8,3,11,24,95,0.519,0.469,0.173,0.296,22.2,78.6,49.4,57.1,8.9,5.2,10.7,105.9,103.7
20110320TOROKC,OKC,20-03-11,OKC,TOR,30,75,0.4,5,17,0.294117647,28,35,0.8,9,35,44,18,4,0,10,19,93,0.514,0.433,0.227,0.467,21.4,77.8,50.6,60,4.5,0,10,103.7,105.9
20110320NJNWAS,NJN,20-03-11,WAS,NJN,38,87,0.436781609,3,17,0.176470588,13,18,0.722222222,21,26,47,26,8,4,20,23,92,0.485,0.454,0.195,0.207,48.8,72.2,59.5,68.4,9.2,5.5,17.4,105.3,112.1
20110320NJNWAS,WAS,20-03-11,WAS,NJN,42,81,0.518518519,1,8,0.125,13,17,0.764705882,10,22,32,21,12,7,10,15,98,0.554,0.525,0.099,0.21,27.8,51.2,40.5,50,13.7,10,10.2,112.1,105.3
20110321SACCHI,SAC,21-03-11,CHI,SAC,32,74,0.432432432,5,12,0.416666667,23,27,0.851851852,12,22,34,19,7,1,22,22,92,0.536,0.466,0.162,0.365,30.8,66.7,47.2,59.4,7.6,1.6,20.4,99.8,143.2
20110321SACCHI,CHI,21-03-11,CHI,SAC,49,80,0.6125,12,17,0.705882353,22,31,0.709677419,11,27,38,34,16,10,10,23,132,0.705,0.688,0.213,0.388,33.3,69.2,52.8,69.4,17.4,16.1,9.6,143.2,99.8
20110321ORLCLE,ORL,21-03-11,CLE,ORL,36,77,0.467532468,9,28,0.321428571,16,23,0.695652174,12,35,47,27,11,6,20,16,97,0.557,0.526,0.364,0.299,30,77.8,55.3,75,11.8,9.8,18.7,104.4,92.6
20110321ORLCLE,CLE,21-03-11,CLE,ORL,32,81,0.395061728,5,20,0.25,17,21,0.80952381,10,28,38,24,9,5,15,17,86,0.477,0.426,0.247,0.259,22.2,70,44.7,75,9.7,10.2,14.3,92.6,104.4
20110321TORDEN,TOR,21-03-11,DEN,TOR,35,87,0.402298851,6,18,0.333333333,14,18,0.777777778,8,33,41,20,8,5,21,29,90,0.474,0.437,0.207,0.207,17,71.7,44.1,57.1,7.5,7.5,18.1,84.8,115.9
20110321TORDEN,DEN,21-03-11,DEN,TOR,43,90,0.477777778,7,23,0.304347826,30,37,0.810810811,13,39,52,31,9,10,16,18,123,0.579,0.517,0.256,0.411,28.3,83,55.9,72.1,8.5,14.5,13.1,115.9,84.8
20110321UTAMEM,UTA,21-03-11,MEM,UTA,32,66,0.484848485,3,12,0.25,18,25,0.72,6,24,30,20,4,5,17,17,85,0.552,0.508,0.182,0.379,18.8,63.2,42.9,62.5,4.7,6.5,18.1,99.5,120.6
20110321UTAMEM,MEM,21-03-11,MEM,UTA,45,89,0.505617978,5,12,0.416666667,8,10,0.8,14,26,40,33,8,7,9,20,103,0.551,0.534,0.135,0.112,36.8,81.3,57.1,73.3,9.4,13,8.8,120.6,99.5
20110321INDNJN,IND,21-03-11,NJN,IND,35,72,0.486111111,5,16,0.3125,27,30,0.9,6,38,44,19,5,6,18,13,102,0.599,0.521,0.222,0.417,18.8,69.1,50.6,54.3,5.3,8.3,17.4,108.4,104.1
20110321INDNJN,NJN,21-03-11,NJN,IND,39,98,0.397959184,8,26,0.307692308,12,18,0.666666667,17,26,43,25,10,4,8,26,98,0.463,0.439,0.265,0.184,30.9,81.3,49.4,64.1,10.6,7.1,7,104.1,108.4
20110321BOSNYK,BOS,21-03-11,NYK,BOS,37,80,0.4625,1,10,0.1,21,26,0.807692308,10,38,48,17,11,0,8,21,96,0.525,0.469,0.125,0.325,25.6,80.9,55.8,45.9,12.6,0,8,110,98.5
20110321BOSNYK,NYK,21-03-11,NYK,BOS,30,74,0.405405405,7,22,0.318181818,19,25,0.76,9,29,38,20,6,6,13,23,86,0.506,0.453,0.297,0.338,19.1,74.4,44.2,66.7,6.9,8.6,13.3,98.5,110
20110321GSWSAS,GSW,21-03-11,SAS,GSW,38,84,0.452380952,6,19,0.315789474,14,18,0.777777778,12,33,45,16,7,3,17,19,96,0.522,0.488,0.226,0.214,25.5,82.5,51.7,42.1,7.3,5.7,15.6,100.4,116.1
20110321GSWSAS,SAS,21-03-11,SAS,GSW,42,85,0.494117647,11,32,0.34375,16,19,0.842105263,7,35,42,29,7,4,11,11,111,0.594,0.559,0.376,0.224,17.5,74.5,48.3,69,7.3,6.2,10.5,116.1,100.4
20110322CHIATL,CHI,22-03-11,ATL,CHI,43,79,0.544303797,10,18,0.555555556,18,24,0.75,10,30,40,30,4,4,11,22,114,0.636,0.608,0.228,0.304,32.3,85.7,60.6,69.8,4.7,6.9,10.9,135.4,96.2
20110322CHIATL,ATL,22-03-11,ATL,CHI,29,64,0.453125,5,6,0.833333333,18,24,0.75,5,21,26,16,5,7,13,23,81,0.543,0.492,0.094,0.375,14.3,67.7,39.4,55.2,5.9,11.5,14.8,96.2,135.4
20110322PHOLAL,PHO,22-03-11,LAL,PHO,51,106,0.481132075,17,41,0.414634146,18,22,0.818181818,10,42,52,34,3,5,13,24,137,0.592,0.561,0.387,0.208,20.8,70,48.1,66.7,2.6,5.4,10.1,119.1,120.9
20110322PHOLAL,LAL,22-03-11,LAL,PHO,53,120,0.441666667,11,27,0.407407407,22,25,0.88,18,38,56,30,10,5,6,18,139,0.531,0.488,0.225,0.208,30,79.2,51.9,56.6,8.7,7.7,4.4,120.9,119.1
20110322WASPOR,WAS,22-03-11,POR,WAS,26,70,0.371428571,4,9,0.444444444,20,26,0.769230769,10,22,32,15,12,3,27,27,76,0.467,0.4,0.129,0.371,25,59.5,41.6,57.7,12.6,5,24.9,79.7,116.4
20110322WASPOR,POR,22-03-11,POR,WAS,40,80,0.5,5,20,0.25,26,31,0.838709677,15,30,45,26,14,7,20,20,111,0.593,0.531,0.25,0.388,40.5,75,58.4,65,14.7,11.5,17.6,116.4,79.7
20110323MEMBOS,MEM,23-03-11,BOS,MEM,37,83,0.445783133,3,6,0.5,13,19,0.684210526,11,32,43,17,12,3,14,16,90,0.493,0.464,0.072,0.229,25,88.9,53.8,45.9,13.1,5.6,13.3,98,94.7
20110323MEMBOS,BOS,23-03-11,BOS,MEM,29,69,0.420289855,7,15,0.466666667,22,23,0.956521739,4,33,37,24,12,0,18,17,87,0.55,0.471,0.217,0.333,11.1,75,46.3,82.8,13.1,0,18.5,94.7,98
20110323INDCHA,IND,23-03-11,CHA,IND,39,72,0.541666667,6,14,0.428571429,27,34,0.794117647,6,31,37,20,9,3,11,24,111,0.638,0.583,0.194,0.472,20,88.6,56.9,51.3,10,4.8,11.2,123.2,97.6
20110323INDCHA,CHA,23-03-11,CHA,IND,32,72,0.444444444,3,10,0.3,21,29,0.724137931,4,24,28,21,6,6,12,25,88,0.519,0.465,0.139,0.403,11.4,80,43.1,65.6,6.7,10.3,12.4,97.6,123.2
20110323NJNCLE,NJN,23-03-11,CLE,NJN,32,94,0.340425532,6,19,0.315789474,28,37,0.756756757,19,37,56,20,8,5,13,26,98,0.444,0.372,0.202,0.394,32.2,67.3,49.1,62.5,7.9,6.3,10.5,97.3,93.3
